game_id,temp,wind,roof,surface,spread_line_x,score_diff_final,home_team,away_team,spread_line_y,total_line,week,home_favorite,implied_home_score,implied_away_score
2024_09_LAC_CLE,57.0,10.0,outdoors,grass,-2.0,-17.0,CLE,LAC,-2.0,42.5,9,True,20.25,22.25
2024_09_LA_SEA,52.0,4.0,outdoors,fieldturf,-1.5,-6.0,SEA,LA,-1.5,48.5,9,True,23.5,25.0
2024_09_LV_CIN,67.0,7.0,outdoors,fieldturf,8.0,17.0,CIN,LV,8.0,45.0,9,False,26.5,18.5
2024_09_MIA_BUF,54.0,9.0,outdoors,a_turf,6.5,3.0,BUF,MIA,6.5,49.0,9,False,27.75,21.25
2024_09_NE_TEN,75.0,10.0,outdoors,grass,3.0,3.0,TEN,NE,3.0,38.5,9,False,20.75,17.75
2024_09_NO_CAR,66.0,7.0,outdoors,grass,-7.0,1.0,CAR,NO,-7.0,43.5,9,True,18.25,25.25
2024_09_TB_KC,63.0,6.0,outdoors,grass,9.0,6.0,KC,TB,9.0,45.5,9,False,27.25,18.25
2024_09_WAS_NYG,52.0,6.0,outdoors,fieldturf,-4.5,-5.0,NYG,WAS,-4.5,44.5,9,True,20.0,24.5
2024_10_ATL_NO,,,dome,sportturf,-3.5,3.0,NO,ATL,-3.5,46.5,10,True,21.5,25.0
2024_10_BUF_IND,,,closed,fieldturf,-4.5,-10.0,IND,BUF,-4.5,46.5,10,True,21.0,25.5
2024_10_CIN_BAL,69.0,6.0,outdoors,grass,6.0,1.0,BAL,CIN,6.0,53.0,10,False,29.5,23.5
2024_10_DEN_KC,57.0,12.0,outdoors,grass,7.5,2.0,KC,DEN,7.5,42.5,10,False,25.0,17.5
2024_10_DET_HOU,,,closed,astroturf,-4.5,-3.0,HOU,DET,-4.5,49.0,10,True,22.25,26.75
2024_10_MIA_LA,,,dome,matrixturf,2.5,-8.0,LA,MIA,2.5,49.5,10,False,26.0,23.5
2024_10_MIN_JAX,79.0,7.0,outdoors,grass,-7.0,-5.0,JAX,MIN,-7.0,42.5,10,True,17.75,24.75
2024_10_NE_CHI,60.0,6.0,outdoors,grass,6.5,-16.0,CHI,NE,6.5,37.5,10,False,22.0,15.5
2024_10_NYG_CAR,,,outdoors,,-6.5,3.0,CAR,NYG,-6.5,40.5,10,True,17.0,23.5
2024_10_NYJ_ARI,,,closed,grass,-2.0,25.0,ARI,NYJ,-2.0,45.5,10,True,21.75,23.75
2024_10_PHI_DAL,,,closed,matrixturf,-7.5,-28.0,DAL,PHI,-7.5,44.5,10,True,18.5,26.0
2024_10_PIT_WAS,57.0,9.0,outdoors,grass,1.5,-1.0,WAS,PIT,1.5,45.0,10,False,23.25,21.75
