season,week,team,attempts,carries,passing_yards,rushing_yards,receiving_yards,total_plays,pass_rate,total_yards,yards_per_play,pass_yards_per_play,rush_yards_per_play
2023,11,BUF,32,38,275.0,130.0,275.0,70,0.45714285714285713,680.0,9.714285714285714,8.59375,3.4210526315789473
2023,11,CAR,29,23,123.0,110.0,123.0,52,0.5576923076923077,356.0,6.846153846153846,4.241379310344827,4.782608695652174
2023,11,CHI,23,46,169.0,183.0,169.0,69,0.3333333333333333,521.0,7.550724637681159,7.3478260869565215,3.9782608695652173
2023,11,CIN,31,23,169.0,136.0,169.0,54,0.5740740740740741,474.0,8.777777777777779,5.451612903225806,5.913043478260869
2023,11,CLE,43,29,165.0,96.0,165.0,72,0.5972222222222222,426.0,5.916666666666667,3.8372093023255816,3.310344827586207
2023,11,DAL,41,27,204.0,107.0,204.0,68,0.6029411764705882,515.0,7.573529411764706,4.975609756097561,3.962962962962963
2023,11,DEN,35,15,259.0,46.0,259.0,50,0.7,564.0,11.28,7.4,3.066666666666667
2023,11,DET,35,22,236.0,115.0,236.0,57,0.6140350877192983,587.0,10.298245614035087,6.742857142857143,5.2272727272727275
2023,11,GB,40,28,322.0,102.0,322.0,68,0.5882352941176471,746.0,10.970588235294118,8.05,3.642857142857143
2023,11,HOU,38,24,338.0,111.0,338.0,62,0.6129032258064516,787.0,12.693548387096774,8.894736842105264,4.625
2023,11,JAX,32,36,262.0,128.0,262.0,68,0.47058823529411764,652.0,9.588235294117647,8.1875,3.5555555555555554
2023,11,KC,43,30,177.0,168.0,177.0,73,0.589041095890411,522.0,7.1506849315068495,4.116279069767442,5.6
2023,11,LA,31,27,190.0,82.0,190.0,58,0.5344827586206896,462.0,7.9655172413793105,6.129032258064516,3.037037037037037
2023,11,LAC,36,24,260.0,150.0,260.0,60,0.6,670.0,11.166666666666666,7.222222222222222,6.25
2023,11,LV,41,16,271.0,36.0,271.0,57,0.7192982456140351,578.0,10.140350877192983,6.609756097560975,2.25
2023,11,MIA,39,28,325.0,99.0,309.0,67,0.582089552238806,733.0,10.940298507462687,8.333333333333334,3.5357142857142856
2023,11,MIN,32,36,221.0,175.0,221.0,68,0.47058823529411764,617.0,9.073529411764707,6.90625,4.861111111111111
2023,11,NYG,26,19,246.0,91.0,246.0,45,0.5777777777777777,583.0,12.955555555555556,9.461538461538462,4.7894736842105265
2023,11,NYJ,29,18,114.0,63.0,114.0,47,0.6170212765957447,291.0,6.191489361702128,3.9310344827586206,3.5
2023,11,PHI,22,27,150.0,114.0,150.0,49,0.4489795918367347,414.0,8.448979591836734,6.818181818181818,4.222222222222222
2023,11,PIT,28,26,106.0,172.0,106.0,54,0.5185185185185185,384.0,7.111111111111111,3.7857142857142856,6.615384615384615
2023,11,SEA,40,21,236.0,68.0,236.0,61,0.6557377049180327,540.0,8.852459016393443,5.9,3.238095238095238
2023,11,SF,25,30,333.0,115.0,333.0,55,0.45454545454545453,781.0,14.2,13.32,3.8333333333333335
2023,11,TB,45,18,246.0,66.0,246.0,63,0.7142857142857143,558.0,8.857142857142858,5.466666666666667,3.6666666666666665
2023,11,TEN,17,19,158.0,92.0,156.0,36,0.4722222222222222,406.0,11.277777777777779,9.294117647058824,4.842105263157895
2023,11,WAS,45,28,256.0,174.0,256.0,73,0.6164383561643836,686.0,9.397260273972602,5.688888888888889,6.214285714285714
2023,12,ARI,45,14,256.0,63.0,256.0,59,0.7627118644067796,575.0,9.745762711864407,5.688888888888889,4.5
2023,12,ATL,21,41,168.0,228.0,162.0,62,0.3387096774193548,558.0,9.0,8.0,5.560975609756097
2023,12,BAL,32,35,177.0,197.0,177.0,67,0.47761194029850745,551.0,8.223880597014926,5.53125,5.628571428571429
2023,12,BUF,51,40,339.0,173.0,339.0,91,0.5604395604395604,851.0,9.351648351648352,6.647058823529412,4.325
2023,12,CAR,31,32,194.0,96.0,194.0,63,0.49206349206349204,484.0,7.682539682539683,6.258064516129032,3.0
2023,12,CHI,37,28,217.0,118.0,217.0,65,0.5692307692307692,552.0,8.492307692307692,5.864864864864865,4.214285714285714
2023,12,CIN,26,11,227.0,25.0,227.0,37,0.7027027027027027,479.0,12.945945945945946,8.73076923076923,2.272727272727273
2023,12,CLE,42,24,190.0,107.0,190.0,66,0.6363636363636364,487.0,7.378787878787879,4.523809523809524,4.458333333333333
2023,12,DAL,32,18,331.0,100.0,331.0,50,0.64,762.0,15.24,10.34375,5.555555555555555
2023,12,DEN,22,39,134.0,169.0,134.0,61,0.36065573770491804,437.0,7.163934426229508,6.090909090909091,4.333333333333333
2023,12,DET,44,30,332.0,140.0,326.0,74,0.5945945945945946,798.0,10.783783783783784,7.545454545454546,4.666666666666667
2023,12,GB,32,22,268.0,109.0,268.0,54,0.5925925925925926,645.0,11.944444444444445,8.375,4.954545454545454
2023,12,HOU,36,18,304.0,91.0,303.0,54,0.6666666666666666,698.0,12.925925925925926,8.444444444444445,5.055555555555555
2023,12,IND,41,27,251.0,155.0,251.0,68,0.6029411764705882,657.0,9.661764705882353,6.121951219512195,5.7407407407407405
2023,12,JAX,38,30,364.0,81.0,364.0,68,0.5588235294117647,809.0,11.897058823529411,9.578947368421053,2.7
2023,12,KC,34,23,298.0,69.0,298.0,57,0.5964912280701754,665.0,11.666666666666666,8.764705882352942,3.0
2023,12,LA,33,33,229.0,228.0,229.0,66,0.5,686.0,10.393939393939394,6.9393939393939394,6.909090909090909
2023,12,LAC,44,19,217.0,86.0,217.0,63,0.6984126984126984,520.0,8.253968253968255,4.931818181818182,4.526315789473684
2023,12,LV,34,23,248.0,123.0,248.0,57,0.5964912280701754,619.0,10.859649122807017,7.294117647058823,5.3478260869565215
2023,12,MIA,30,37,243.0,167.0,243.0,67,0.44776119402985076,653.0,9.746268656716419,8.1,4.513513513513513
2023,12,MIN,32,17,185.0,73.0,182.0,49,0.6530612244897959,440.0,8.979591836734693,5.78125,4.294117647058823
2023,12,NE,35,31,143.0,147.0,143.0,66,0.5303030303030303,433.0,6.5606060606060606,4.085714285714285,4.741935483870968
2023,12,NO,38,28,304.0,148.0,304.0,66,0.5757575757575758,756.0,11.454545454545455,8.0,5.285714285714286
2023,12,NYG,25,19,191.0,58.0,191.0,44,0.5681818181818182,440.0,10.0,7.64,3.0526315789473686
2023,12,NYJ,38,10,179.0,29.0,173.0,48,0.7916666666666666,381.0,7.9375,4.7105263157894735,2.9
2023,12,PHI,31,32,200.0,185.0,200.0,63,0.49206349206349204,585.0,9.285714285714286,6.451612903225806,5.78125
2023,12,PIT,33,33,278.0,153.0,278.0,66,0.5,709.0,10.742424242424242,8.424242424242424,4.636363636363637
2023,12,SEA,27,21,180.0,88.0,180.0,48,0.5625,448.0,9.333333333333334,6.666666666666667,4.190476190476191
2023,12,SF,31,33,209.0,169.0,209.0,64,0.484375,587.0,9.171875,6.741935483870968,5.121212121212121
2023,12,TB,31,19,199.0,125.0,199.0,50,0.62,523.0,10.46,6.419354838709677,6.578947368421052
2023,12,TEN,28,24,185.0,80.0,185.0,52,0.5384615384615384,450.0,8.653846153846153,6.607142857142857,3.3333333333333335
2023,12,WAS,44,27,300.0,108.0,300.0,71,0.6197183098591549,708.0,9.971830985915492,6.818181818181818,4.0
2023,13,ARI,23,38,145.0,150.0,145.0,61,0.3770491803278688,440.0,7.213114754098361,6.304347826086956,3.9473684210526314
2023,13,ATL,27,34,121.0,90.0,121.0,61,0.4426229508196721,332.0,5.442622950819672,4.481481481481482,2.6470588235294117
2023,13,CAR,31,34,178.0,133.0,178.0,65,0.47692307692307695,489.0,7.523076923076923,5.741935483870968,3.911764705882353
2023,13,CIN,39,31,347.0,156.0,347.0,70,0.5571428571428572,850.0,12.142857142857142,8.897435897435898,5.032258064516129
2023,13,CLE,44,23,254.0,87.0,254.0,67,0.6567164179104478,595.0,8.880597014925373,5.7727272727272725,3.782608695652174
2023,13,DAL,41,34,299.0,136.0,299.0,75,0.5466666666666666,734.0,9.786666666666667,7.2926829268292686,4.0
2023,13,DEN,26,29,186.0,114.0,186.0,55,0.4727272727272727,486.0,8.836363636363636,7.153846153846154,3.9310344827586206
2023,13,DET,25,30,213.0,142.0,213.0,55,0.45454545454545453,568.0,10.327272727272728,8.52,4.733333333333333
2023,13,GB,36,25,267.0,129.0,267.0,61,0.5901639344262295,663.0,10.868852459016393,7.416666666666667,5.16
2023,13,HOU,28,30,292.0,89.0,287.0,58,0.4827586206896552,668.0,11.517241379310345,10.428571428571429,2.966666666666667
2023,13,IND,42,23,312.0,55.0,312.0,65,0.6461538461538462,679.0,10.446153846153846,7.428571428571429,2.391304347826087
2023,13,JAX,39,25,321.0,71.0,321.0,64,0.609375,713.0,11.140625,8.23076923076923,2.84
2023,13,KC,33,25,210.0,148.0,210.0,58,0.5689655172413793,568.0,9.793103448275861,6.363636363636363,5.92
2023,13,LA,37,25,279.0,120.0,279.0,62,0.5967741935483871,678.0,10.935483870967742,7.54054054054054,4.8
2023,13,LAC,37,24,212.0,29.0,212.0,61,0.6065573770491803,453.0,7.426229508196721,5.72972972972973,1.2083333333333333
2023,13,MIA,25,34,283.0,123.0,286.0,59,0.423728813559322,692.0,11.728813559322035,11.32,3.6176470588235294
2023,13,NE,25,32,141.0,148.0,141.0,57,0.43859649122807015,430.0,7.543859649122807,5.64,4.625
2023,13,NO,29,36,267.0,113.0,267.0,65,0.4461538461538462,647.0,9.953846153846154,9.206896551724139,3.138888888888889
2023,13,NYJ,38,25,214.0,62.0,214.0,63,0.6031746031746031,490.0,7.777777777777778,5.631578947368421,2.48
2023,13,PHI,48,18,314.0,46.0,314.0,66,0.7272727272727273,674.0,10.212121212121213,6.541666666666667,2.5555555555555554
2023,13,PIT,27,31,187.0,130.0,187.0,58,0.46551724137931033,504.0,8.689655172413794,6.925925925925926,4.193548387096774
2023,13,SEA,41,22,334.0,72.0,334.0,63,0.6507936507936508,740.0,11.746031746031745,8.146341463414634,3.272727272727273
2023,13,SF,27,28,314.0,146.0,314.0,55,0.4909090909090909,774.0,14.072727272727272,11.62962962962963,5.214285714285714
2023,13,TB,29,28,202.0,128.0,202.0,57,0.5087719298245614,532.0,9.333333333333334,6.9655172413793105,4.571428571428571
2023,13,TEN,33,41,224.0,188.0,224.0,74,0.44594594594594594,636.0,8.594594594594595,6.787878787878788,4.585365853658536
2023,13,WAS,23,28,127.0,138.0,127.0,51,0.45098039215686275,392.0,7.686274509803922,5.521739130434782,4.928571428571429
2023,14,ATL,40,26,347.0,96.0,347.0,66,0.6060606060606061,790.0,11.969696969696969,8.675,3.6923076923076925
2023,14,BAL,43,26,316.0,139.0,316.0,69,0.6231884057971014,771.0,11.173913043478262,7.348837209302325,5.346153846153846
2023,14,BUF,42,28,233.0,118.0,233.0,70,0.6,584.0,8.342857142857143,5.5476190476190474,4.214285714285714
2023,14,CAR,36,38,137.0,215.0,137.0,74,0.4864864864864865,489.0,6.608108108108108,3.8055555555555554,5.657894736842105
2023,14,CHI,33,30,223.0,142.0,226.0,63,0.5238095238095238,591.0,9.380952380952381,6.757575757575758,4.733333333333333
2023,14,CIN,25,32,274.0,111.0,274.0,57,0.43859649122807015,659.0,11.56140350877193,10.96,3.46875
2023,14,CLE,45,28,311.0,82.0,311.0,73,0.6164383561643836,704.0,9.643835616438356,6.911111111111111,2.9285714285714284
2023,14,DAL,39,32,271.0,138.0,271.0,71,0.5492957746478874,680.0,9.577464788732394,6.948717948717949,4.3125
2023,14,DEN,33,30,224.0,104.0,223.0,63,0.5238095238095238,551.0,8.746031746031745,6.787878787878788,3.466666666666667
2023,14,DET,35,24,161.0,140.0,161.0,59,0.5932203389830508,462.0,7.830508474576271,4.6,5.833333333333333
2023,14,GB,39,25,218.0,123.0,218.0,64,0.609375,559.0,8.734375,5.589743589743589,4.92
2023,14,HOU,28,19,95.0,81.0,69.0,47,0.5957446808510638,245.0,5.212765957446808,3.392857142857143,4.2631578947368425
2023,14,IND,39,18,240.0,46.0,240.0,57,0.6842105263157895,526.0,9.228070175438596,6.153846153846154,2.5555555555555554
2023,14,JAX,50,20,257.0,58.0,257.0,70,0.7142857142857143,572.0,8.17142857142857,5.14,2.9
2023,14,KC,43,18,271.0,82.0,271.0,61,0.7049180327868853,624.0,10.229508196721312,6.3023255813953485,4.555555555555555
2023,14,LA,41,30,294.0,128.0,294.0,71,0.5774647887323944,716.0,10.084507042253522,7.170731707317073,4.266666666666667
2023,14,LAC,42,19,275.0,76.0,275.0,61,0.6885245901639344,626.0,10.262295081967213,6.5476190476190474,4.0
2023,14,LV,32,17,171.0,56.0,166.0,49,0.6530612244897959,393.0,8.020408163265307,5.34375,3.2941176470588234
2023,14,MIA,33,31,240.0,158.0,227.0,64,0.515625,625.0,9.765625,7.2727272727272725,5.096774193548387
2023,14,MIN,36,29,146.0,125.0,146.0,65,0.5538461538461539,417.0,6.415384615384616,4.055555555555555,4.310344827586207
2023,14,NE,28,25,240.0,81.0,240.0,53,0.5283018867924528,561.0,10.584905660377359,8.571428571428571,3.24
2023,14,NO,26,25,119.0,97.0,119.0,51,0.5098039215686274,335.0,6.568627450980392,4.576923076923077,3.88
2023,14,NYG,21,34,158.0,209.0,158.0,55,0.38181818181818183,525.0,9.545454545454545,7.523809523809524,6.147058823529412
2023,14,NYJ,36,25,301.0,76.0,301.0,61,0.5901639344262295,678.0,11.114754098360656,8.36111111111111,3.04
2023,14,PHI,27,23,197.0,106.0,225.0,50,0.54,528.0,10.56,7.296296296296297,4.608695652173913
2023,14,PIT,36,28,190.0,82.0,190.0,64,0.5625,462.0,7.21875,5.277777777777778,2.9285714285714284
2023,14,SEA,31,20,269.0,70.0,269.0,51,0.6078431372549019,608.0,11.92156862745098,8.67741935483871,3.5
2023,14,SF,27,23,368.0,173.0,368.0,50,0.54,909.0,18.18,13.62962962962963,7.521739130434782
2023,14,TB,29,37,144.0,148.0,144.0,66,0.4393939393939394,436.0,6.606060606060606,4.9655172413793105,4.0
2023,14,TEN,38,29,327.0,83.0,327.0,67,0.5671641791044776,737.0,11.0,8.605263157894736,2.8620689655172415
2023,15,ARI,39,30,211.0,234.0,211.0,69,0.5652173913043478,656.0,9.507246376811594,5.410256410256411,7.8
2023,15,ATL,20,31,152.0,52.0,152.0,51,0.39215686274509803,356.0,6.980392156862745,7.6,1.6774193548387097
2023,15,BAL,24,42,171.0,251.0,171.0,66,0.36363636363636365,593.0,8.984848484848484,7.125,5.976190476190476
2023,15,BUF,15,49,94.0,266.0,94.0,64,0.234375,454.0,7.09375,6.266666666666667,5.428571428571429
2023,15,CAR,24,36,167.0,129.0,167.0,60,0.4,463.0,7.716666666666667,6.958333333333333,3.5833333333333335
2023,15,CHI,40,27,166.0,88.0,166.0,67,0.5970149253731343,420.0,6.268656716417911,4.15,3.259259259259259
2023,15,CIN,42,22,324.0,80.0,324.0,64,0.65625,728.0,11.375,7.714285714285714,3.6363636363636362
2023,15,CLE,45,18,379.0,29.0,379.0,63,0.7142857142857143,787.0,12.492063492063492,8.422222222222222,1.6111111111111112
2023,15,DAL,34,19,134.0,86.0,134.0,53,0.6415094339622641,354.0,6.679245283018868,3.9411764705882355,4.526315789473684
2023,15,DEN,32,28,223.0,83.0,223.0,60,0.5333333333333333,529.0,8.816666666666666,6.96875,2.9642857142857144
2023,15,DET,34,28,278.0,185.0,278.0,62,0.5483870967741935,741.0,11.951612903225806,8.176470588235293,6.607142857142857
2023,15,GB,39,17,284.0,60.0,284.0,56,0.6964285714285714,628.0,11.214285714285714,7.282051282051282,3.5294117647058822
2023,15,HOU,36,32,229.0,148.0,234.0,68,0.5294117647058824,611.0,8.985294117647058,6.361111111111111,4.625
2023,15,IND,28,34,215.0,170.0,215.0,62,0.45161290322580644,600.0,9.67741935483871,7.678571428571429,5.0
2023,15,JAX,43,17,264.0,75.0,264.0,60,0.7166666666666667,603.0,10.05,6.1395348837209305,4.411764705882353
2023,15,KC,38,20,309.0,43.0,309.0,58,0.6551724137931034,661.0,11.39655172413793,8.131578947368421,2.15
2023,15,LA,33,37,258.0,196.0,258.0,70,0.4714285714285714,712.0,10.17142857142857,7.818181818181818,5.297297297297297
2023,15,LAC,32,28,257.0,92.0,257.0,60,0.5333333333333333,606.0,10.1,8.03125,3.2857142857142856
2023,15,LV,36,26,260.0,124.0,260.0,62,0.5806451612903226,644.0,10.387096774193548,7.222222222222222,4.769230769230769
2023,15,MIA,26,28,228.0,77.0,228.0,54,0.48148148148148145,533.0,9.87037037037037,8.76923076923077,2.75
2023,15,MIN,34,30,303.0,143.0,303.0,64,0.53125,749.0,11.703125,8.911764705882353,4.766666666666667
2023,15,NE,31,16,180.0,52.0,180.0,47,0.6595744680851063,412.0,8.76595744680851,5.806451612903226,3.25
2023,15,NO,29,28,218.0,87.0,218.0,57,0.5087719298245614,523.0,9.175438596491228,7.517241379310345,3.107142857142857
2023,15,NYG,38,16,190.0,60.0,190.0,54,0.7037037037037037,440.0,8.148148148148149,5.0,3.75
2023,15,NYJ,37,11,136.0,24.0,136.0,48,0.7708333333333334,296.0,6.166666666666667,3.675675675675676,2.1818181818181817
2023,15,PHI,31,38,143.0,178.0,143.0,69,0.4492753623188406,464.0,6.72463768115942,4.612903225806452,4.684210526315789
2023,15,PIT,26,24,172.0,74.0,172.0,50,0.52,418.0,8.36,6.615384615384615,3.0833333333333335
2023,15,SEA,33,24,208.0,100.0,208.0,57,0.5789473684210527,516.0,9.052631578947368,6.303030303030303,4.166666666666667
2023,15,SF,28,26,262.0,144.0,236.0,54,0.5185185185185185,642.0,11.88888888888889,9.357142857142858,5.538461538461538
2023,15,TB,28,27,381.0,99.0,381.0,55,0.509090909090909,861.0,15.654545454545454,13.607142857142858,3.6666666666666665
2023,15,TEN,26,30,199.0,66.0,199.0,56,0.4642857142857143,464.0,8.285714285714286,7.653846153846154,2.2
2023,15,WAS,36,20,226.0,79.0,226.0,56,0.6428571428571429,531.0,9.482142857142858,6.277777777777778,3.95
2023,16,ARI,38,20,230.0,93.0,230.0,58,0.6551724137931034,553.0,9.53448275862069,6.052631578947368,4.65
2023,16,ATL,33,30,229.0,177.0,229.0,63,0.5238095238095238,635.0,10.079365079365079,6.9393939393939394,5.9
2023,16,BAL,35,26,252.0,102.0,252.0,61,0.5737704918032787,606.0,9.934426229508198,7.2,3.923076923076923
2023,16,BUF,21,30,237.0,105.0,237.0,51,0.4117647058823529,579.0,11.352941176470589,11.285714285714286,3.5
2023,16,CAR,36,25,312.0,96.0,312.0,61,0.5901639344262295,720.0,11.80327868852459,8.666666666666666,3.84
2023,16,CHI,27,39,170.0,250.0,170.0,66,0.4090909090909091,590.0,8.93939393939394,6.296296296296297,6.410256410256411
2023,16,CIN,42,16,335.0,59.0,335.0,58,0.7241379310344828,729.0,12.568965517241379,7.976190476190476,3.6875
2023,16,CLE,44,30,374.0,54.0,374.0,74,0.5945945945945946,802.0,10.837837837837839,8.5,1.8
2023,16,DAL,32,23,253.0,94.0,245.0,55,0.5818181818181818,592.0,10.763636363636364,7.90625,4.086956521739131
2023,16,DEN,37,22,238.0,83.0,234.0,59,0.6271186440677966,555.0,9.40677966101695,6.4324324324324325,3.772727272727273
2023,16,DET,40,36,257.0,143.0,257.0,76,0.5263157894736842,657.0,8.644736842105264,6.425,3.9722222222222223
2023,16,GB,28,34,219.0,162.0,219.0,62,0.45161290322580644,600.0,9.67741935483871,7.821428571428571,4.764705882352941
2023,16,HOU,49,16,211.0,72.0,205.0,65,0.7538461538461538,488.0,7.507692307692308,4.3061224489795915,4.5
2023,16,IND,37,25,201.0,92.0,201.0,62,0.5967741935483871,494.0,7.967741935483871,5.4324324324324325,3.68
2023,16,JAX,44,13,305.0,37.0,305.0,57,0.7719298245614035,647.0,11.350877192982455,6.931818181818182,2.8461538461538463
2023,16,KC,44,25,235.0,85.0,246.0,69,0.6376811594202898,566.0,8.202898550724637,5.340909090909091,3.4
2023,16,LA,34,32,328.0,133.0,328.0,66,0.5151515151515151,789.0,11.954545454545455,9.647058823529411,4.15625
2023,16,LAC,33,27,215.0,98.0,215.0,60,0.55,528.0,8.8,6.515151515151516,3.6296296296296298
2023,16,LV,21,29,62.0,157.0,62.0,50,0.42,281.0,5.62,2.9523809523809526,5.413793103448276
2023,16,MIA,37,26,293.0,91.0,281.0,63,0.5873015873015873,665.0,10.555555555555555,7.918918918918919,3.5
2023,16,MIN,36,11,411.0,17.0,405.0,47,0.7659574468085106,833.0,17.72340425531915,11.416666666666666,1.5454545454545454
2023,16,NE,33,21,256.0,59.0,256.0,54,0.6111111111111112,571.0,10.574074074074074,7.757575757575758,2.8095238095238093
2023,16,NO,40,16,319.0,35.0,319.0,56,0.7142857142857143,673.0,12.017857142857142,7.975,2.1875
2023,16,NYG,32,26,188.0,106.0,188.0,58,0.5517241379310345,482.0,8.310344827586206,5.875,4.076923076923077
2023,16,NYJ,49,36,217.0,164.0,217.0,85,0.5764705882352941,598.0,7.035294117647059,4.428571428571429,4.555555555555555
2023,16,PHI,38,35,301.0,170.0,301.0,73,0.5205479452054794,772.0,10.575342465753424,7.921052631578948,4.857142857142857
2023,16,PIT,27,30,290.0,113.0,290.0,57,0.47368421052631576,693.0,12.157894736842104,10.74074074074074,3.7666666666666666
2023,16,SEA,36,20,227.0,58.0,227.0,56,0.6428571428571429,512.0,9.142857142857142,6.305555555555555,2.9
2023,16,SF,46,18,336.0,121.0,331.0,64,0.71875,788.0,12.3125,7.304347826086956,6.722222222222222
2023,16,TB,35,36,283.0,70.0,283.0,71,0.49295774647887325,636.0,8.95774647887324,8.085714285714285,1.9444444444444444
2023,16,TEN,27,31,164.0,162.0,164.0,58,0.46551724137931033,490.0,8.448275862068966,6.074074074074074,5.225806451612903
2023,16,WAS,35,22,156.0,102.0,156.0,57,0.6140350877192983,414.0,7.2631578947368425,4.457142857142857,4.636363636363637
2023,17,ARI,31,40,232.0,221.0,232.0,71,0.43661971830985913,685.0,9.647887323943662,7.483870967741935,5.525
2023,17,ATL,33,24,180.0,134.0,180.0,57,0.5789473684210527,494.0,8.666666666666666,5.454545454545454,5.583333333333333
2023,17,BAL,22,32,340.0,160.0,336.0,54,0.4074074074074074,836.0,15.481481481481481,15.454545454545455,5.0
2023,17,BUF,30,37,169.0,127.0,169.0,67,0.44776119402985076,465.0,6.940298507462686,5.633333333333334,3.4324324324324325
2023,17,CAR,32,15,112.0,57.0,112.0,47,0.6808510638297872,281.0,5.9787234042553195,3.5,3.8
2023,17,CHI,32,37,268.0,192.0,268.0,69,0.463768115942029,728.0,10.55072463768116,8.375,5.1891891891891895
2023,17,CIN,33,32,197.0,104.0,197.0,65,0.5076923076923077,498.0,7.661538461538462,5.96969696969697,3.25
2023,17,CLE,29,28,309.0,127.0,309.0,57,0.5087719298245614,745.0,13.070175438596491,10.655172413793103,4.535714285714286
2023,17,DAL,38,21,345.0,61.0,345.0,59,0.6440677966101694,751.0,12.728813559322035,9.078947368421053,2.9047619047619047
2023,17,DEN,32,33,224.0,101.0,224.0,65,0.49230769230769234,549.0,8.446153846153846,7.0,3.0606060606060606
2023,17,DET,34,31,271.0,125.0,271.0,65,0.5230769230769231,667.0,10.261538461538462,7.970588235294118,4.032258064516129
2023,17,GB,34,39,293.0,177.0,293.0,73,0.4657534246575342,763.0,10.452054794520548,8.617647058823529,4.538461538461538
2023,17,HOU,32,28,213.0,111.0,213.0,60,0.5333333333333333,537.0,8.95,6.65625,3.9642857142857144
2023,17,IND,23,29,224.0,134.0,224.0,52,0.4423076923076923,582.0,11.192307692307692,9.73913043478261,4.620689655172414
2023,17,JAX,24,35,178.0,155.0,178.0,59,0.4067796610169492,511.0,8.661016949152541,7.416666666666667,4.428571428571429
2023,17,KC,29,22,245.0,132.0,245.0,51,0.5686274509803921,622.0,12.196078431372548,8.448275862068966,6.0
2023,17,LA,34,23,317.0,105.0,317.0,57,0.5964912280701754,739.0,12.964912280701755,9.323529411764707,4.565217391304348
2023,17,LAC,38,23,220.0,86.0,220.0,61,0.6229508196721312,526.0,8.62295081967213,5.7894736842105265,3.739130434782609
2023,17,LV,47,25,299.0,84.0,299.0,72,0.6527777777777778,682.0,9.472222222222221,6.361702127659575,3.36
2023,17,MIA,38,25,237.0,154.0,219.0,63,0.6031746031746031,610.0,9.682539682539682,6.2368421052631575,6.16
2023,17,MIN,32,16,180.0,67.0,180.0,48,0.6666666666666666,427.0,8.895833333333334,5.625,4.1875
2023,17,NE,26,24,209.0,103.0,209.0,50,0.52,521.0,10.42,8.038461538461538,4.291666666666667
2023,17,NO,34,34,208.0,101.0,201.0,68,0.5,510.0,7.5,6.117647058823529,2.9705882352941178
2023,17,NYG,41,20,319.0,105.0,319.0,61,0.6721311475409836,743.0,12.180327868852459,7.780487804878049,5.25
2023,17,NYJ,45,21,261.0,107.0,253.0,66,0.6818181818181818,621.0,9.409090909090908,5.8,5.095238095238095
2023,17,PHI,24,23,184.0,91.0,184.0,47,0.5106382978723404,459.0,9.76595744680851,7.666666666666667,3.9565217391304346
2023,17,PIT,24,46,274.0,202.0,274.0,70,0.34285714285714286,750.0,10.714285714285714,11.416666666666666,4.391304347826087
2023,17,SEA,33,15,290.0,88.0,290.0,48,0.6875,668.0,13.916666666666666,8.787878787878787,5.866666666666666
2023,17,SF,28,39,230.0,184.0,207.0,67,0.417910447761194,621.0,9.26865671641791,8.214285714285714,4.717948717948718
2023,17,TB,33,15,309.0,57.0,309.0,48,0.6875,675.0,14.0625,9.363636363636363,3.8
2023,17,TEN,26,21,184.0,53.0,184.0,47,0.5531914893617021,421.0,8.957446808510639,7.076923076923077,2.5238095238095237
2023,17,WAS,28,14,169.0,62.0,169.0,42,0.6666666666666666,400.0,9.523809523809524,6.035714285714286,4.428571428571429
2023,18,ARI,30,38,262.0,206.0,262.0,68,0.4411764705882353,730.0,10.735294117647058,8.733333333333333,5.421052631578948
2023,18,ATL,34,25,318.0,78.0,318.0,59,0.576271186440678,714.0,12.101694915254237,9.352941176470589,3.12
2023,18,BAL,28,25,146.0,106.0,146.0,53,0.5283018867924528,398.0,7.509433962264151,5.214285714285714,4.24
2023,18,BUF,38,36,359.0,128.0,359.0,74,0.5135135135135135,846.0,11.432432432432432,9.447368421052632,3.5555555555555554
2023,18,CAR,18,29,94.0,131.0,94.0,47,0.3829787234042553,319.0,6.787234042553192,5.222222222222222,4.517241379310345
2023,18,CHI,16,25,148.0,75.0,148.0,41,0.3902439024390244,371.0,9.048780487804878,9.25,3.0
2023,18,CIN,28,30,176.0,183.0,176.0,58,0.4827586206896552,535.0,9.224137931034482,6.285714285714286,6.1
2023,18,CLE,26,24,166.0,104.0,166.0,50,0.52,436.0,8.72,6.384615384615385,4.333333333333333
2023,18,DAL,40,29,309.0,131.0,309.0,69,0.5797101449275363,749.0,10.855072463768115,7.725,4.517241379310345
2023,18,DEN,34,20,272.0,48.0,272.0,54,0.6296296296296297,592.0,10.962962962962964,8.0,2.4
2023,18,DET,32,23,320.0,70.0,316.0,55,0.5818181818181818,706.0,12.836363636363636,10.0,3.0434782608695654
2023,18,GB,32,27,316.0,124.0,316.0,59,0.5423728813559322,756.0,12.813559322033898,9.875,4.592592592592593
2023,18,HOU,26,27,264.0,83.0,255.0,53,0.49056603773584906,602.0,11.358490566037736,10.153846153846153,3.074074074074074
2023,18,IND,24,37,141.0,227.0,141.0,61,0.39344262295081966,509.0,8.344262295081966,5.875,6.135135135135135
2023,18,JAX,43,23,280.0,82.0,280.0,66,0.6515151515151515,642.0,9.727272727272727,6.511627906976744,3.5652173913043477
2023,18,KC,30,28,154.0,123.0,154.0,58,0.5172413793103449,431.0,7.431034482758621,5.133333333333334,4.392857142857143
2023,18,LA,24,36,163.0,109.0,163.0,60,0.4,435.0,7.25,6.791666666666667,3.0277777777777777
2023,18,LAC,47,30,258.0,118.0,258.0,77,0.6103896103896104,634.0,8.233766233766234,5.48936170212766,3.933333333333333
